facturacion_id,afiliado_id,periodo,monto_cuota,fecha_vencimiento,fecha_pago,estado_pago,dias_mora
15756,439,2024-01-01,75000,2024-01-11,2024-01-06,Pagado,0
15757,439,2024-02-01,75000,2024-02-11,2024-02-14,Pagado,3
15758,439,2024-03-01,75000,2024-03-11,2024-03-10,Pagado,0
15759,439,2024-04-01,75000,2024-04-11,2024-05-09,Pagado,28
15760,439,2024-05-01,75000,2024-05-11,2024-05-09,Pagado,0
15761,439,2024-06-01,75000,2024-06-11,2024-06-10,Pagado,0
15762,439,2024-07-01,75000,2024-07-11,2024-07-07,Pagado,0
15763,439,2024-08-01,75000,2024-08-11,2024-08-11,Pagado,0
15764,439,2024-09-01,75000,2024-09-11,2024-09-07,Pagado,0
15765,439,2024-10-01,75000,2024-10-11,,Moroso,536
15766,439,2024-11-01,75000,2024-11-11,2024-11-10,Pagado,0
15767,439,2024-12-01,75000,2024-12-11,,Moroso,475
15768,439,2025-01-01,75000,2025-01-11,2025-01-10,Pagado,0
15769,439,2025-02-01,75000,2025-02-11,2025-02-06,Pagado,0
15770,439,2025-03-01,75000,2025-03-11,2025-03-11,Pagado,0
15771,439,2025-04-01,75000,2025-04-11,2025-04-06,Pagado,0
15772,439,2025-05-01,75000,2025-05-11,2025-05-11,Pagado,0
15773,439,2025-06-01,75000,2025-06-11,2025-06-06,Pagado,0
15774,439,2025-07-01,75000,2025-07-11,,Moroso,263
15775,439,2025-08-01,75000,2025-08-11,2025-08-07,Pagado,0
15776,439,2025-09-01,75000,2025-09-11,2025-09-09,Pagado,0
15777,439,2025-10-01,75000,2025-10-11,2025-10-11,Pagado,0
15778,439,2025-11-01,75000,2025-11-11,2025-12-07,Pagado,26
15779,439,2025-12-01,75000,2025-12-11,2025-12-10,Pagado,0
15780,439,2026-01-01,75000,2026-01-11,2026-01-06,Pagado,0
15781,439,2026-02-01,75000,2026-02-11,2026-02-09,Pagado,0
15782,439,2026-03-01,75000,2026-03-11,2026-03-10,Pagado,0
15783,440,2024-08-01,45000,2024-08-11,2024-08-07,Pagado,0
15784,440,2024-09-01,45000,2024-09-11,2024-09-10,Pagado,0
15785,440,2024-10-01,45000,2024-10-11,2024-10-07,Pagado,0
15786,440,2024-11-01,45000,2024-11-11,2024-11-27,Pagado,16
15787,440,2024-12-01,45000,2024-12-11,2024-12-19,Pagado,8
15788,440,2025-01-01,45000,2025-01-11,2025-01-11,Pagado,0
15789,440,2025-02-01,45000,2025-02-11,2025-02-07,Pagado,0
15790,440,2025-03-01,45000,2025-03-11,2025-03-10,Pagado,0
15791,440,2025-04-01,45000,2025-04-11,2025-04-06,Pagado,0
15792,440,2025-05-01,45000,2025-05-11,2025-05-07,Pagado,0
15793,440,2025-06-01,45000,2025-06-11,2025-06-07,Pagado,0
15794,440,2025-07-01,45000,2025-07-11,2025-07-06,Pagado,0
15795,440,2025-08-01,45000,2025-08-11,2025-08-06,Pagado,0
15796,440,2025-09-01,45000,2025-09-11,2025-09-09,Pagado,0
15797,440,2025-10-01,45000,2025-10-11,2025-10-08,Pagado,0
15798,440,2025-11-01,45000,2025-11-11,2025-11-08,Pagado,0
15799,440,2025-12-01,45000,2025-12-11,2025-12-07,Pagado,0
15800,440,2026-01-01,45000,2026-01-11,2026-01-09,Pagado,0
15801,440,2026-02-01,45000,2026-02-11,2026-02-09,Pagado,0
15802,440,2026-03-01,45000,2026-03-11,2026-03-07,Pagado,0
15803,441,2021-05-01,45000,2021-05-11,2021-05-06,Pagado,0
15804,441,2021-06-01,45000,2021-06-11,2021-06-11,Pagado,0
15805,441,2021-07-01,45000,2021-07-11,2021-07-06,Pagado,0
15806,441,2021-08-01,45000,2021-08-11,2021-08-07,Pagado,0
15807,441,2021-09-01,45000,2021-09-11,2021-09-09,Pagado,0
15808,441,2021-10-01,45000,2021-10-11,2021-10-08,Pagado,0
15809,441,2021-11-01,45000,2021-11-11,2021-11-11,Pagado,0
15810,441,2021-12-01,45000,2021-12-11,2021-12-09,Pagado,0
15811,441,2022-01-01,45000,2022-01-11,2022-01-08,Pagado,0
15812,441,2022-02-01,45000,2022-02-11,2022-02-09,Pagado,0
15813,441,2022-03-01,45000,2022-03-11,2022-03-06,Pagado,0
15814,441,2022-04-01,45000,2022-04-11,2022-04-07,Pagado,0
15815,441,2022-05-01,45000,2022-05-11,2022-05-06,Pagado,0
15816,441,2022-06-01,45000,2022-06-11,2022-06-06,Pagado,0
15817,441,2022-07-01,45000,2022-07-11,2022-08-08,Pagado,28
15818,441,2022-08-01,45000,2022-08-11,,Moroso,1328
15819,441,2022-09-01,45000,2022-09-11,2022-09-07,Pagado,0
15820,441,2022-10-01,45000,2022-10-11,2022-10-09,Pagado,0
15821,441,2022-11-01,45000,2022-11-11,2022-11-06,Pagado,0
15822,441,2022-12-01,45000,2022-12-11,2022-12-08,Pagado,0
15823,441,2023-01-01,45000,2023-01-11,2023-01-07,Pagado,0
15824,441,2023-02-01,45000,2023-02-11,2023-02-07,Pagado,0
15825,441,2023-03-01,45000,2023-03-11,2023-03-06,Pagado,0
15826,441,2023-04-01,45000,2023-04-11,2023-04-08,Pagado,0
15827,441,2023-05-01,45000,2023-05-11,,Moroso,1055
15828,441,2023-06-01,45000,2023-06-11,2023-06-11,Pagado,0
15829,441,2023-07-01,45000,2023-07-11,2023-07-06,Pagado,0
15830,441,2023-08-01,45000,2023-08-11,2023-08-07,Pagado,0
15831,441,2023-09-01,45000,2023-09-11,2023-09-08,Pagado,0
15832,441,2023-10-01,45000,2023-10-11,2023-10-06,Pagado,0
15833,441,2023-11-01,45000,2023-11-11,2023-11-11,Pagado,0
15834,441,2023-12-01,45000,2023-12-11,2023-12-09,Pagado,0
15835,441,2024-01-01,45000,2024-01-11,2024-01-09,Pagado,0
15836,441,2024-02-01,45000,2024-02-11,2024-02-07,Pagado,0
15837,441,2024-03-01,45000,2024-03-11,2024-03-15,Pagado,4
15838,441,2024-04-01,45000,2024-04-11,2024-04-09,Pagado,0
15839,441,2024-05-01,45000,2024-05-11,2024-05-10,Pagado,0
15840,441,2024-06-01,45000,2024-06-11,2024-06-09,Pagado,0
15841,441,2024-07-01,45000,2024-07-11,2024-07-08,Pagado,0
15842,441,2024-08-01,45000,2024-08-11,2024-08-11,Pagado,0
15843,441,2024-09-01,45000,2024-09-11,2024-09-07,Pagado,0
15844,441,2024-10-01,45000,2024-10-11,2024-10-10,Pagado,0
15845,441,2024-11-01,45000,2024-11-11,,Moroso,505
15846,441,2024-12-01,45000,2024-12-11,2024-12-10,Pagado,0
15847,441,2025-01-01,45000,2025-01-11,2025-01-06,Pagado,0
15848,441,2025-02-01,45000,2025-02-11,2025-02-11,Pagado,0
15849,441,2025-03-01,45000,2025-03-11,2025-03-08,Pagado,0
15850,441,2025-04-01,45000,2025-04-11,2025-04-07,Pagado,0
15851,441,2025-05-01,45000,2025-05-11,2025-05-11,Pagado,0
15852,441,2025-06-01,45000,2025-06-11,2025-07-10,Pagado,29
15853,441,2025-07-01,45000,2025-07-11,2025-07-10,Pagado,0
15854,441,2025-08-01,45000,2025-08-11,2025-08-08,Pagado,0
15855,441,2025-09-01,45000,2025-09-11,,Moroso,201
15856,441,2025-10-01,45000,2025-10-11,,Moroso,171
15857,441,2025-11-01,45000,2025-11-11,2025-11-11,Pagado,0
15858,441,2025-12-01,45000,2025-12-11,2025-12-09,Pagado,0
15859,441,2026-01-01,45000,2026-01-11,2026-01-06,Pagado,0
15860,441,2026-02-01,45000,2026-02-11,2026-02-08,Pagado,0
15861,441,2026-03-01,45000,2026-03-11,2026-04-02,Pagado,22
15862,442,2024-06-01,45000,2024-06-11,2024-06-08,Pagado,0
15863,442,2024-07-01,45000,2024-07-11,2024-07-09,Pagado,0
15864,442,2024-08-01,45000,2024-08-11,2024-09-08,Pagado,28
15865,442,2024-09-01,45000,2024-09-11,2024-09-09,Pagado,0
15866,442,2024-10-01,45000,2024-10-11,2024-10-08,Pagado,0
15867,442,2024-11-01,45000,2024-11-11,,Moroso,505
15868,442,2024-12-01,45000,2024-12-11,2024-12-07,Pagado,0
15869,442,2025-01-01,45000,2025-01-11,2025-01-10,Pagado,0
15870,442,2025-02-01,45000,2025-02-11,,Moroso,413
15871,442,2025-03-01,45000,2025-03-11,2025-03-11,Pagado,0
15872,442,2025-04-01,45000,2025-04-11,2025-04-10,Pagado,0
15873,442,2025-05-01,45000,2025-05-11,2025-05-10,Pagado,0
15874,442,2025-06-01,45000,2025-06-11,2025-06-11,Pagado,0
15875,442,2025-07-01,45000,2025-07-11,2025-07-06,Pagado,0
15876,442,2025-08-01,45000,2025-08-11,2025-08-09,Pagado,0
15877,442,2025-09-01,45000,2025-09-11,2025-09-11,Pagado,0
15878,442,2025-10-01,45000,2025-10-11,2025-10-09,Pagado,0
15879,442,2025-11-01,45000,2025-11-11,2025-11-10,Pagado,0
15880,443,2020-02-01,45000,2020-02-11,2020-02-08,Pagado,0
15881,443,2020-03-01,45000,2020-03-11,2020-03-07,Pagado,0
15882,443,2020-04-01,45000,2020-04-11,2020-05-05,Pagado,24
15883,443,2020-05-01,45000,2020-05-11,2020-05-06,Pagado,0
15884,443,2020-06-01,45000,2020-06-11,2020-06-08,Pagado,0
15885,443,2020-07-01,45000,2020-07-11,2020-07-06,Pagado,0
15886,443,2020-08-01,45000,2020-08-11,,Moroso,2058
15887,443,2020-09-01,45000,2020-09-11,2020-09-09,Pagado,0
15888,443,2020-10-01,45000,2020-10-11,2020-10-14,Pagado,3
15889,443,2020-11-01,45000,2020-11-11,2020-11-09,Pagado,0
15890,443,2020-12-01,45000,2020-12-11,2020-12-06,Pagado,0
15891,443,2021-01-01,45000,2021-01-11,2021-01-07,Pagado,0
15892,443,2021-02-01,45000,2021-02-11,2021-02-09,Pagado,0
15893,443,2021-03-01,45000,2021-03-11,2021-03-09,Pagado,0
15894,443,2021-04-01,45000,2021-04-11,2021-04-07,Pagado,0
15895,443,2021-05-01,45000,2021-05-11,2021-05-08,Pagado,0
15896,443,2021-06-01,45000,2021-06-11,2021-06-06,Pagado,0
15897,443,2021-07-01,45000,2021-07-11,2021-07-10,Pagado,0
15898,443,2021-08-01,45000,2021-08-11,2021-08-08,Pagado,0
15899,443,2021-09-01,45000,2021-09-11,2021-09-11,Pagado,0
15900,443,2021-10-01,45000,2021-10-11,2021-10-09,Pagado,0
15901,443,2021-11-01,45000,2021-11-11,2021-11-07,Pagado,0
15902,443,2021-12-01,45000,2021-12-11,2021-12-11,Pagado,0
15903,443,2022-01-01,45000,2022-01-11,2022-01-10,Pagado,0
15904,443,2022-02-01,45000,2022-02-11,2022-02-10,Pagado,0
15905,443,2022-03-01,45000,2022-03-11,2022-03-10,Pagado,0
15906,443,2022-04-01,45000,2022-04-11,2022-04-10,Pagado,0
15907,443,2022-05-01,45000,2022-05-11,2022-05-11,Pagado,0
15908,443,2022-06-01,45000,2022-06-11,2022-06-10,Pagado,0
15909,443,2022-07-01,45000,2022-07-11,2022-07-09,Pagado,0
15910,443,2022-08-01,45000,2022-08-11,2022-08-06,Pagado,0
15911,443,2022-09-01,45000,2022-09-11,2022-09-07,Pagado,0
15912,443,2022-10-01,45000,2022-10-11,2022-10-08,Pagado,0
15913,443,2022-11-01,45000,2022-11-11,2022-11-09,Pagado,0
15914,443,2022-12-01,45000,2022-12-11,2022-12-11,Pagado,0
15915,443,2023-01-01,45000,2023-01-11,2023-01-06,Pagado,0
15916,443,2023-02-01,45000,2023-02-11,2023-02-08,Pagado,0
15917,443,2023-03-01,45000,2023-03-11,2023-03-06,Pagado,0
15918,443,2023-04-01,45000,2023-04-11,2023-04-07,Pagado,0
15919,443,2023-05-01,45000,2023-05-11,2023-05-10,Pagado,0
15920,443,2023-06-01,45000,2023-06-11,2023-06-07,Pagado,0
15921,443,2023-07-01,45000,2023-07-11,2023-07-28,Pagado,17
15922,443,2023-08-01,45000,2023-08-11,2023-08-10,Pagado,0
15923,443,2023-09-01,45000,2023-09-11,2023-09-10,Pagado,0
15924,443,2023-10-01,45000,2023-10-11,2023-10-06,Pagado,0
15925,443,2023-11-01,45000,2023-11-11,2023-11-11,Pagado,0
15926,443,2023-12-01,45000,2023-12-11,2023-12-25,Pagado,14
15927,443,2024-01-01,45000,2024-01-11,2024-01-11,Pagado,0
15928,443,2024-02-01,45000,2024-02-11,2024-02-06,Pagado,0
15929,443,2024-03-01,45000,2024-03-11,2024-03-10,Pagado,0
15930,443,2024-04-01,45000,2024-04-11,2024-04-07,Pagado,0
15931,443,2024-05-01,45000,2024-05-11,2024-05-08,Pagado,0
15932,443,2024-06-01,45000,2024-06-11,2024-06-09,Pagado,0
15933,443,2024-07-01,45000,2024-07-11,2024-07-09,Pagado,0
15934,443,2024-08-01,45000,2024-08-11,2024-08-07,Pagado,0
15935,443,2024-09-01,45000,2024-09-11,2024-09-10,Pagado,0
15936,443,2024-10-01,45000,2024-10-11,2024-10-08,Pagado,0
15937,443,2024-11-01,45000,2024-11-11,2024-11-11,Pagado,0
15938,443,2024-12-01,45000,2024-12-11,2024-12-07,Pagado,0
15939,443,2025-01-01,45000,2025-01-11,2025-01-11,Pagado,0
15940,443,2025-02-01,45000,2025-02-11,2025-03-09,Pagado,26
15941,443,2025-03-01,45000,2025-03-11,2025-03-10,Pagado,0
15942,443,2025-04-01,45000,2025-04-11,2025-04-08,Pagado,0
15943,443,2025-05-01,45000,2025-05-11,2025-05-11,Pagado,0
15944,443,2025-06-01,45000,2025-06-11,2025-06-10,Pagado,0
15945,443,2025-07-01,45000,2025-07-11,2025-07-08,Pagado,0
15946,443,2025-08-01,45000,2025-08-11,2025-08-10,Pagado,0
15947,443,2025-09-01,45000,2025-09-11,2025-09-06,Pagado,0
15948,443,2025-10-01,45000,2025-10-11,2025-10-07,Pagado,0
15949,443,2025-11-01,45000,2025-11-11,2025-11-09,Pagado,0
15950,443,2025-12-01,45000,2025-12-11,2025-12-10,Pagado,0
15951,443,2026-01-01,45000,2026-01-11,2026-01-09,Pagado,0
15952,443,2026-02-01,45000,2026-02-11,2026-02-10,Pagado,0
15953,443,2026-03-01,45000,2026-03-11,2026-03-06,Pagado,0
15954,444,2024-02-01,75000,2024-02-11,2024-02-09,Pagado,0
15955,444,2024-03-01,75000,2024-03-11,2024-03-11,Pagado,0
15956,444,2024-04-01,75000,2024-04-11,2024-04-10,Pagado,0
15957,444,2024-05-01,75000,2024-05-11,2024-05-10,Pagado,0
15958,444,2024-06-01,75000,2024-06-11,2024-06-08,Pagado,0
15959,444,2024-07-01,75000,2024-07-11,2024-07-12,Pagado,1
15960,444,2024-08-01,75000,2024-08-11,2024-08-11,Pagado,0
15961,444,2024-09-01,75000,2024-09-11,2024-09-06,Pagado,0
15962,444,2024-10-01,75000,2024-10-11,2024-10-07,Pagado,0
15963,444,2024-11-01,75000,2024-11-11,2024-11-07,Pagado,0
15964,444,2024-12-01,75000,2024-12-11,2024-12-08,Pagado,0
15965,444,2025-01-01,75000,2025-01-11,2025-01-10,Pagado,0
15966,444,2025-02-01,75000,2025-02-11,2025-02-10,Pagado,0
15967,444,2025-03-01,75000,2025-03-11,2025-03-07,Pagado,0
15968,444,2025-04-01,75000,2025-04-11,2025-04-10,Pagado,0
15969,444,2025-05-01,75000,2025-05-11,2025-05-10,Pagado,0
15970,444,2025-06-01,75000,2025-06-11,2025-06-09,Pagado,0
15971,444,2025-07-01,75000,2025-07-11,2025-07-06,Pagado,0
15972,444,2025-08-01,75000,2025-08-11,2025-08-06,Pagado,0
15973,444,2025-09-01,75000,2025-09-11,2025-09-10,Pagado,0
15974,444,2025-10-01,75000,2025-10-11,2025-10-06,Pagado,0
15975,444,2025-11-01,75000,2025-11-11,2025-11-06,Pagado,0
15976,444,2025-12-01,75000,2025-12-11,,Moroso,110
15977,444,2026-01-01,75000,2026-01-11,2026-01-09,Pagado,0
15978,444,2026-02-01,75000,2026-02-11,2026-02-06,Pagado,0
15979,444,2026-03-01,75000,2026-03-11,2026-03-11,Pagado,0
15980,445,2021-09-01,45000,2021-09-11,2021-09-09,Pagado,0
15981,445,2021-10-01,45000,2021-10-11,2021-10-11,Pagado,0
15982,445,2021-11-01,45000,2021-11-11,2021-11-06,Pagado,0
15983,445,2021-12-01,45000,2021-12-11,2021-12-08,Pagado,0
15984,445,2022-01-01,45000,2022-01-11,2022-01-09,Pagado,0
15985,445,2022-02-01,45000,2022-02-11,2022-02-08,Pagado,0
15986,445,2022-03-01,45000,2022-03-11,,Moroso,1481
15987,445,2022-04-01,45000,2022-04-11,2022-04-09,Pagado,0
15988,445,2022-05-01,45000,2022-05-11,2022-05-10,Pagado,0
15989,445,2022-06-01,45000,2022-06-11,2022-06-09,Pagado,0
15990,445,2022-07-01,45000,2022-07-11,2022-08-06,Pagado,26
15991,445,2022-08-01,45000,2022-08-11,2022-08-10,Pagado,0
15992,445,2022-09-01,45000,2022-09-11,2022-09-09,Pagado,0
15993,445,2022-10-01,45000,2022-10-11,2022-10-07,Pagado,0
15994,445,2022-11-01,45000,2022-11-11,2022-11-08,Pagado,0
15995,445,2022-12-01,45000,2022-12-11,2022-12-11,Pagado,0
15996,445,2023-01-01,45000,2023-01-11,2023-01-10,Pagado,0
15997,445,2023-02-01,45000,2023-02-11,2023-02-08,Pagado,0
15998,445,2023-03-01,45000,2023-03-11,2023-03-07,Pagado,0
15999,445,2023-04-01,45000,2023-04-11,2023-04-11,Pagado,0
16000,445,2023-05-01,45000,2023-05-11,2023-05-08,Pagado,0
16001,445,2023-06-01,45000,2023-06-11,2023-06-11,Pagado,0
16002,445,2023-07-01,45000,2023-07-11,2023-07-08,Pagado,0
16003,445,2023-08-01,45000,2023-08-11,2023-08-10,Pagado,0
16004,445,2023-09-01,45000,2023-09-11,2023-09-07,Pagado,0
16005,445,2023-10-01,45000,2023-10-11,2023-10-09,Pagado,0
16006,445,2023-11-01,45000,2023-11-11,2023-11-11,Pagado,0
16007,445,2023-12-01,45000,2023-12-11,2023-12-09,Pagado,0
16008,445,2024-01-01,45000,2024-01-11,2024-01-06,Pagado,0
16009,446,2023-10-01,120000,2023-10-11,2023-10-08,Pagado,0
16010,446,2023-11-01,120000,2023-11-11,2023-11-10,Pagado,0
16011,446,2023-12-01,120000,2023-12-11,2023-12-07,Pagado,0
16012,446,2024-01-01,120000,2024-01-11,2024-01-10,Pagado,0
16013,446,2024-02-01,120000,2024-02-11,2024-02-10,Pagado,0
16014,446,2024-03-01,120000,2024-03-11,2024-03-10,Pagado,0
16015,446,2024-04-01,120000,2024-04-11,2024-05-08,Pagado,27
16016,446,2024-05-01,120000,2024-05-11,2024-05-06,Pagado,0
16017,446,2024-06-01,120000,2024-06-11,2024-06-08,Pagado,0
16018,446,2024-07-01,120000,2024-07-11,2024-07-11,Pagado,0
16019,446,2024-08-01,120000,2024-08-11,2024-08-09,Pagado,0
16020,446,2024-09-01,120000,2024-09-11,,Moroso,566
16021,446,2024-10-01,120000,2024-10-11,2024-10-09,Pagado,0
16022,446,2024-11-01,120000,2024-11-11,2024-11-10,Pagado,0
16023,446,2024-12-01,120000,2024-12-11,2024-12-11,Pagado,0
16024,446,2025-01-01,120000,2025-01-11,2025-01-11,Pagado,0
16025,446,2025-02-01,120000,2025-02-11,,Moroso,413
16026,446,2025-03-01,120000,2025-03-11,2025-03-09,Pagado,0
16027,446,2025-04-01,120000,2025-04-11,2025-04-09,Pagado,0
16028,446,2025-05-01,120000,2025-05-11,2025-05-06,Pagado,0
16029,446,2025-06-01,120000,2025-06-11,2025-06-10,Pagado,0
16030,446,2025-07-01,120000,2025-07-11,2025-07-07,Pagado,0
16031,446,2025-08-01,120000,2025-08-11,2025-08-08,Pagado,0
16032,446,2025-09-01,120000,2025-09-11,,Moroso,201
16033,447,2024-09-01,120000,2024-09-11,2024-09-08,Pagado,0
16034,447,2024-10-01,120000,2024-10-11,2024-10-09,Pagado,0
16035,447,2024-11-01,120000,2024-11-11,2024-11-08,Pagado,0
16036,447,2024-12-01,120000,2024-12-11,2024-12-07,Pagado,0
16037,447,2025-01-01,120000,2025-01-11,2025-01-07,Pagado,0
16038,447,2025-02-01,120000,2025-02-11,2025-02-07,Pagado,0
16039,447,2025-03-01,120000,2025-03-11,2025-03-07,Pagado,0
16040,447,2025-04-01,120000,2025-04-11,2025-04-07,Pagado,0
16041,447,2025-05-01,120000,2025-05-11,2025-05-10,Pagado,0
16042,447,2025-06-01,120000,2025-06-11,,Moroso,293
16043,447,2025-07-01,120000,2025-07-11,,Moroso,263
16044,447,2025-08-01,120000,2025-08-11,2025-08-11,Pagado,0
16045,447,2025-09-01,120000,2025-09-11,2025-09-10,Pagado,0
16046,447,2025-10-01,120000,2025-10-11,2025-11-02,Pagado,22
16047,447,2025-11-01,120000,2025-11-11,2025-11-10,Pagado,0
16048,447,2025-12-01,120000,2025-12-11,2025-12-13,Pagado,2
16049,447,2026-01-01,120000,2026-01-11,2026-01-08,Pagado,0
16050,447,2026-02-01,120000,2026-02-11,2026-02-07,Pagado,0
16051,447,2026-03-01,120000,2026-03-11,2026-03-10,Pagado,0
16052,448,2022-08-01,75000,2022-08-11,2022-08-09,Pagado,0
16053,448,2022-09-01,75000,2022-09-11,2022-09-06,Pagado,0
16054,448,2022-10-01,75000,2022-10-11,2022-10-06,Pagado,0
16055,448,2022-11-01,75000,2022-11-11,2022-11-09,Pagado,0
16056,448,2022-12-01,75000,2022-12-11,2022-12-11,Pagado,0
16057,448,2023-01-01,75000,2023-01-11,,Moroso,1175
16058,448,2023-02-01,75000,2023-02-11,2023-02-10,Pagado,0
16059,448,2023-03-01,75000,2023-03-11,2023-03-31,Pagado,20
16060,448,2023-04-01,75000,2023-04-11,2023-04-11,Pagado,0
16061,448,2023-05-01,75000,2023-05-11,2023-06-08,Pagado,28
16062,448,2023-06-01,75000,2023-06-11,2023-06-11,Pagado,0
16063,448,2023-07-01,75000,2023-07-11,2023-07-10,Pagado,0
16064,448,2023-08-01,75000,2023-08-11,2023-08-09,Pagado,0
16065,448,2023-09-01,75000,2023-09-11,2023-09-10,Pagado,0
16066,448,2023-10-01,75000,2023-10-11,2023-10-07,Pagado,0
16067,448,2023-11-01,75000,2023-11-11,2023-11-06,Pagado,0
16068,448,2023-12-01,75000,2023-12-11,2024-01-06,Pagado,26
16069,448,2024-01-01,75000,2024-01-11,2024-01-09,Pagado,0
16070,448,2024-02-01,75000,2024-02-11,2024-02-10,Pagado,0
16071,448,2024-03-01,75000,2024-03-11,,Moroso,750
16072,448,2024-04-01,75000,2024-04-11,2024-04-10,Pagado,0
16073,448,2024-05-01,75000,2024-05-11,2024-05-06,Pagado,0
16074,448,2024-06-01,75000,2024-06-11,2024-06-10,Pagado,0
16075,448,2024-07-01,75000,2024-07-11,2024-07-11,Pagado,0
16076,448,2024-08-01,75000,2024-08-11,2024-08-11,Pagado,0
16077,448,2024-09-01,75000,2024-09-11,2024-09-11,Pagado,0
16078,448,2024-10-01,75000,2024-10-11,2024-10-06,Pagado,0
16079,448,2024-11-01,75000,2024-11-11,2024-11-11,Pagado,0
16080,448,2024-12-01,75000,2024-12-11,2024-12-11,Pagado,0
16081,448,2025-01-01,75000,2025-01-11,2025-01-09,Pagado,0
16082,448,2025-02-01,75000,2025-02-11,2025-02-18,Pagado,7
16083,448,2025-03-01,75000,2025-03-11,2025-03-07,Pagado,0
16084,448,2025-04-01,75000,2025-04-11,2025-04-11,Pagado,0
16085,448,2025-05-01,75000,2025-05-11,2025-05-09,Pagado,0
16086,448,2025-06-01,75000,2025-06-11,2025-06-11,Pagado,0
16087,448,2025-07-01,75000,2025-07-11,,Moroso,263
16088,448,2025-08-01,75000,2025-08-11,2025-08-07,Pagado,0
16089,448,2025-09-01,75000,2025-09-11,2025-09-08,Pagado,0
16090,448,2025-10-01,75000,2025-10-11,2025-10-06,Pagado,0
16091,448,2025-11-01,75000,2025-11-11,2025-11-09,Pagado,0
16092,448,2025-12-01,75000,2025-12-11,2025-12-06,Pagado,0
16093,448,2026-01-01,75000,2026-01-11,2026-01-09,Pagado,0
16094,448,2026-02-01,75000,2026-02-11,2026-02-10,Pagado,0
16095,448,2026-03-01,75000,2026-03-11,2026-04-08,Pagado,28
16096,449,2021-01-01,75000,2021-01-11,2021-01-07,Pagado,0
16097,449,2021-02-01,75000,2021-02-11,2021-02-09,Pagado,0
16098,449,2021-03-01,75000,2021-03-11,2021-03-07,Pagado,0
16099,449,2021-04-01,75000,2021-04-11,2021-04-10,Pagado,0
16100,449,2021-05-01,75000,2021-05-11,2021-05-22,Pagado,11
16101,449,2021-06-01,75000,2021-06-11,2021-06-08,Pagado,0
16102,449,2021-07-01,75000,2021-07-11,2021-07-21,Pagado,10
16103,449,2021-08-01,75000,2021-08-11,2021-08-09,Pagado,0
16104,449,2021-09-01,75000,2021-09-11,2021-09-10,Pagado,0
16105,449,2021-10-01,75000,2021-10-11,2021-10-09,Pagado,0
16106,449,2021-11-01,75000,2021-11-11,2021-12-08,Pagado,27
16107,449,2021-12-01,75000,2021-12-11,2022-01-09,Pagado,29
16108,449,2022-01-01,75000,2022-01-11,2022-01-10,Pagado,0
16109,449,2022-02-01,75000,2022-02-11,2022-02-08,Pagado,0
16110,449,2022-03-01,75000,2022-03-11,2022-03-07,Pagado,0
16111,449,2022-04-01,75000,2022-04-11,2022-04-07,Pagado,0
16112,449,2022-05-01,75000,2022-05-11,2022-05-07,Pagado,0
16113,449,2022-06-01,75000,2022-06-11,2022-06-07,Pagado,0
16114,449,2022-07-01,75000,2022-07-11,2022-07-24,Pagado,13
16115,449,2022-08-01,75000,2022-08-11,2022-08-06,Pagado,0
16116,449,2022-09-01,75000,2022-09-11,2022-09-11,Pagado,0
16117,449,2022-10-01,75000,2022-10-11,,Moroso,1267
16118,449,2022-11-01,75000,2022-11-11,2022-11-11,Pagado,0
16119,449,2022-12-01,75000,2022-12-11,2022-12-08,Pagado,0
16120,449,2023-01-01,75000,2023-01-11,2023-01-10,Pagado,0
16121,449,2023-02-01,75000,2023-02-11,2023-02-06,Pagado,0
16122,449,2023-03-01,75000,2023-03-11,2023-03-06,Pagado,0
16123,449,2023-04-01,75000,2023-04-11,2023-04-07,Pagado,0
16124,449,2023-05-01,75000,2023-05-11,2023-05-11,Pagado,0
16125,449,2023-06-01,75000,2023-06-11,2023-06-09,Pagado,0
16126,449,2023-07-01,75000,2023-07-11,2023-07-07,Pagado,0
16127,449,2023-08-01,75000,2023-08-11,2023-08-10,Pagado,0
16128,449,2023-09-01,75000,2023-09-11,2023-09-10,Pagado,0
16129,449,2023-10-01,75000,2023-10-11,2023-10-06,Pagado,0
16130,449,2023-11-01,75000,2023-11-11,2023-11-10,Pagado,0
16131,449,2023-12-01,75000,2023-12-11,2023-12-09,Pagado,0
16132,449,2024-01-01,75000,2024-01-11,2024-01-07,Pagado,0
16133,449,2024-02-01,75000,2024-02-11,2024-02-11,Pagado,0
16134,449,2024-03-01,75000,2024-03-11,2024-03-10,Pagado,0
16135,449,2024-04-01,75000,2024-04-11,2024-04-11,Pagado,0
16136,449,2024-05-01,75000,2024-05-11,2024-05-11,Pagado,0
16137,449,2024-06-01,75000,2024-06-11,2024-06-07,Pagado,0
16138,449,2024-07-01,75000,2024-07-11,2024-07-06,Pagado,0
16139,449,2024-08-01,75000,2024-08-11,2024-08-06,Pagado,0
16140,449,2024-09-01,75000,2024-09-11,2024-09-11,Pagado,0
16141,449,2024-10-01,75000,2024-10-11,2024-10-29,Pagado,18
16142,449,2024-11-01,75000,2024-11-11,2024-11-07,Pagado,0
16143,449,2024-12-01,75000,2024-12-11,2024-12-11,Pagado,0
16144,449,2025-01-01,75000,2025-01-11,2025-01-09,Pagado,0
16145,449,2025-02-01,75000,2025-02-11,2025-02-10,Pagado,0
